"","date","target","insult","tweet"
"6097","2019-06-09","donny-deutsch","show like his previous shoebiz tries is a disaster used to BEG me to be on episodes of the Apprentice","Little @DonnyDeutsch whose show like his previous shoebiz tries is a disaster has been saying that I had been a friend of his. This is false. He & separately @ErinBurnett used to BEG me to be on episodes of the Apprentice (both were bad) but that was it. Hardly knew him.."
"6098","2019-06-09","donny-deutsch","Hardly knew him.","Little @DonnyDeutsch whose show like his previous shoebiz tries is a disaster has been saying that I had been a friend of his. This is false. He & separately @ErinBurnett used to BEG me to be on episodes of the Apprentice (both were bad) but that was it. Hardly knew him.."
"6099","2019-06-09","donny-deutsch","was and is a total Loser","....other than to know he was and is a total Loser. When he makes statements about me they are made up he knows nothing!"
"6100","2019-06-09","donny-deutsch","he knows nothing!","....other than to know he was and is a total Loser. When he makes statements about me they are made up he knows nothing!"
"6101","2019-06-09","cnn","ratings challenged",".....there is not we can always go back to our previous very profitable position of Tariffs - But I don’t believe that will be necessary. The Failing @nytimes & ratings challenged @CNN will do anything possible to see our Country fail! They are truly The Enemy of the People!"
"6102","2019-06-09","cnn","will do anything possible to see our Country fail",".....there is not we can always go back to our previous very profitable position of Tariffs - But I don’t believe that will be necessary. The Failing @nytimes & ratings challenged @CNN will do anything possible to see our Country fail! They are truly The Enemy of the People!"
"6103","2019-06-09","cnn","The Enemy of the People!",".....there is not we can always go back to our previous very profitable position of Tariffs - But I don’t believe that will be necessary. The Failing @nytimes & ratings challenged @CNN will do anything possible to see our Country fail! They are truly The Enemy of the People!"
"6104","2019-06-09","the-media","Corrupt Media","I know it is not at all “Presidential” to hit back at the Corrupt Media or people who work for the Corrupt Media when they make false statements about me or the Trump Administration. Problem is if you don’t hit back people believe the Fake News is true. So we’ll hit back!"
"6105","2019-06-09","the-media","Fake News","I know it is not at all “Presidential” to hit back at the Corrupt Media or people who work for the Corrupt Media when they make false statements about me or the Trump Administration. Problem is if you don’t hit back people believe the Fake News is true. So we’ll hit back!"
"6106","2019-06-09","the-media","Corrupt Media","If President Obama made the deals that I have made both at the Border and for the Economy the Corrupt Media would be hailing them as Incredible & a National Holiday would be immediately declared. With me despite our record setting Economy and all that I have done no credit!"
"6107","2019-06-09","the-media","Corrupt Media!","The Failing @nytimes story on Mexico and Illegal Immigration through our Southern Border has now been proven shockingly false and untrue bad reporting and the paper is embarrassed by it. The only problem is that they knew it was Fake News before it went out. Corrupt Media!"
"6108","2019-06-10","john-dean","disgraced Nixon White House Counsel","Can’t believe they are bringing in John Dean the disgraced Nixon White House Counsel who is a paid CNN contributor. No Collusion - No Obstruction! Democrats just want a do-over which they’ll never get!"
"6109","2019-06-10","the-new-york-times","Failing New York Times","When will the Failing New York Times admit that their front page story on the the new Mexico deal at the Border is a FRAUD and nothing more than a badly reported “hit job” on me something that has been going on since the first day I announced for the presidency! Sick Journalism"
"6110","2019-06-10","the-new-york-times","a FRAUD and nothing more than a badly reported 'hit job' on me","When will the Failing New York Times admit that their front page story on the the new Mexico deal at the Border is a FRAUD and nothing more than a badly reported “hit job” on me something that has been going on since the first day I announced for the presidency! Sick Journalism"
"6111","2019-06-10","the-new-york-times","Sick Journalism","When will the Failing New York Times admit that their front page story on the the new Mexico deal at the Border is a FRAUD and nothing more than a badly reported “hit job” on me something that has been going on since the first day I announced for the presidency! Sick Journalism"
"6112","2019-06-10","trump-russia","Phony Witch Hunt","Despite the Phony Witch Hunt we will continue to MAKE AMERICA GREAT AGAIN! Thank you!! https://t.co/MXuiolM745"
"6113","2019-06-10","democrats","are doing NOTHING they want Open Borderswhich means Illigal Immigration Drugs and Crime.","Now with our new deal Mexico is doing more for the USA on Illegal Immigration than the Democrats. In fact the Democrats are doing NOTHING they want Open Borderswhich means Illigal Immigration Drugs and Crime."
"6114","2019-06-10","democrats","just want a do-over which they’ll never get!","Can’t believe they are bringing in John Dean the disgraced Nixon White House Counsel who is a paid CNN contributor. No Collusion - No Obstruction! Democrats just want a do-over which they’ll never get!"
"6115","2019-06-11","united-states","the big “piggy bank” that other countries have been ripping off for years","Maria Dagan Steve Stuart V - When you are the big “piggy bank” that other countries have been ripping off for years (to a level that is not to be believed) Tariffs are a great negotiating tool a great revenue producers and most importantly a powerful way to get......"
"6116","2019-06-11","united-states","We stupidly lost 30% of our auto business to Mexico","...Companies to come to the U.S.A and to get companies that have left us for other lands to come back home. We stupidly lost 30% of our auto business to Mexico. If the Tariffs went on at the higher level they would all come back and pass. But very happy with the deal I made..."
"6117","2019-06-11","the-fed","ridiculous quantitative tightening","This is because the Euro and other currencies are devalued against the dollar putting the U.S. at a big disadvantage. The Fed Interest rate way to high added to ridiculous quantitative tightening! They don’t have a clue! https://t.co/0CpnUzJqB9"
"6118","2019-06-11","the-fed","They don’t have a clue!","This is because the Euro and other currencies are devalued against the dollar putting the U.S. at a big disadvantage. The Fed Interest rate way to high added to ridiculous quantitative tightening! They don’t have a clue! https://t.co/0CpnUzJqB9"
