和风天气海外热门城市列表 v1.2
城市ID	大洲	国家中文	国家英文	城市中文	城市英文	纬度	经度
TR3487021	欧洲	土耳其	Turkey	乌沙克	Uşak	38.7	29.4
TR738025	欧洲	土耳其	Turkey	亚洛瓦	Yalova	40.65502	29.27693
TR737022	欧洲	土耳其	Turkey	宗古尔达克	Zonguldak	41.45139	31.79305
UA694423	欧洲	乌克兰	Ukraine	塞瓦斯托波尔	Sevastopol	44.6	33.533333
UA698740	欧洲	乌克兰	Ukraine	敖德萨	Odessa	46.477474	30.732622
UA700569	欧洲	乌克兰	Ukraine	尼古拉耶夫	Nikolayev	46.96591	31.9974
UA702550	欧洲	乌克兰	Ukraine	利沃夫	Lvov	49.83826	24.02324
UA709930	欧洲	乌克兰	Ukraine	第聂伯罗彼得罗夫斯克	Dnipropetrovsk	48.45	34.98333
UA854401	欧洲	乌克兰	Ukraine	埃佩特里	Ai Petri	44.4	34.1
UA713513	欧洲	乌克兰	Ukraine	阿卢什塔	Alushta	44.666668	34.416668
UA854402	欧洲	乌克兰	Ukraine	别列扎内	Berezhany	49.4	25
UA711660	欧洲	乌克兰	Ukraine	鲍里斯皮尔	Boryspil	50.35	30.95
UA854403	欧洲	乌克兰	Ukraine	布里恰内	Briceni	48.3	27.1
UA711416	欧洲	乌克兰	Ukraine	布罗迪	Brody	50.08791	25.15027
UA710791	欧洲	乌克兰	Ukraine	切尔卡瑟	Cherkasy	49.42854	32.06207
UA710735	欧洲	乌克兰	Ukraine	切尔尼戈夫	Chernihiv	51.50551	31.28488
UA710719	欧洲	乌克兰	Ukraine	切尔诺夫策	Chernivtsi	48.29149	25.94034
UA854404	欧洲	乌克兰	Ukraine	切尔诺贝利	Chornobyl	51.3	30.2
UA854405	欧洲	乌克兰	Ukraine	德罗戈贝奇	Drohobych	49.3	23.5
UA709584	欧洲	乌克兰	Ukraine	德鲁日巴	Druzhba	52.042778	33.94528
UA854406	欧洲	乌克兰	Ukraine	弗罗洛沃	Frolovo	49.8	43.7
UA706524	欧洲	乌克兰	Ukraine	刻赤	Kerch	45.358334	36.475834
UA706483	欧洲	乌克兰	Ukraine	哈尔科夫	Kharkiv	50	36.25
UA706448	欧洲	乌克兰	Ukraine	赫尔松	Kherson	46.65581	32.6178
UA703448	欧洲	乌克兰	Ukraine	基辅	Kiev	50.433334	30.516666
UA705812	欧洲	乌克兰	Ukraine	基洛夫格勒	Kirovohrad	48.5132	32.2597
UA854407	欧洲	乌克兰	Ukraine	科洛梅亚	Kolomyia	48.5	25
UA705135	欧洲	乌克兰	Ukraine	科诺托普	Konotop	51.24032	33.20263
UA702723	欧洲	乌克兰	Ukraine	卢布内	Lubny	50.01625	32.99694
UA854408	欧洲	乌克兰	Ukraine	米列罗沃	Millerovo	48.9	40.4
UA698131	欧洲	乌克兰	Ukraine	奥夫鲁赤	Ovruch	51.3246	28.80351
UA854409	欧洲	乌克兰	Ukraine	帕拉索夫卡	Pallasovka	50	46.9
UA696643	欧洲	乌克兰	Ukraine	波尔塔瓦	Poltava	49.59373	34.54073
UA695365	欧洲	乌克兰	Ukraine	罗夫诺	Rivne	50.58	26.13
UA695464	欧洲	乌克兰	Ukraine	罗姆内	Romny	50.75104	33.47471
UA694792	欧洲	乌克兰	Ukraine	萨尔内	Sarny	51.33795	26.60191
UA854410	欧洲	乌克兰	Ukraine	索罗卡	Soroca	48.2	28.3
UA692194	欧洲	乌克兰	Ukraine	苏梅	Sumy	50.9216	34.80029
UA690548	欧洲	乌克兰	Ukraine	乌日霍罗德	Uzhhorod	48.61667	22.3
UA854411	欧洲	乌克兰	Ukraine	文尼察	Vinnytsia	49.2	28.6
UA854412	欧洲	乌克兰	Ukraine	弗拉基米尔	Volodymyr Volyns Kyi	50.8	24.3
UA688532	欧洲	乌克兰	Ukraine	雅尔塔	Yalta	44.48	34.17
UA854413	欧洲	乌克兰	Ukraine	扎波罗热	Zaporizhzhia	47.8	35.3
UA686967	欧洲	乌克兰	Ukraine	日托米尔	Zhytomyr	50.26487	28.67669
IM3042237	欧洲	马恩岛	Isle of Man	道格拉斯	Douglas	54.15	-4.48333
GB2637487	欧洲	英国	United Kingdom	南安普敦	Southampton	50.90395	-1.40428
GB2640729	欧洲	英国	United Kingdom	牛津	Oxford	51.75222	-1.25596
GB2644210	欧洲	英国	United Kingdom	利物浦	Liverpool	53.41058	-2.97794
GB2644688	欧洲	英国	United Kingdom	利兹	Leeds	53.79648	-1.54785
GB2650225	欧洲	英国	United Kingdom	爱丁堡	Edinburgh	55.95206	-3.19648
GB2653822	欧洲	英国	United Kingdom	加的夫	Cardiff	51.48	-3.18
GB2653941	欧洲	英国	United Kingdom	剑桥	Cambridge	52.2	0.11667
GB2654675	欧洲	英国	United Kingdom	布里斯托尔	Bristol	51.45523	-2.59665
GB2655603	欧洲	英国	United Kingdom	伯明翰	Birmingham	52.48142	-1.89983
GB2655984	欧洲	英国	United Kingdom	贝尔法斯特	Belfast	54.58333	-5.93333
GB2977001	欧洲	英国	United Kindom	埃布尔达伦	Aberdaron	52.8	-4.700012
GB2657832	欧洲	英国	United Kindom	阿伯丁	Aberdeen	57.14369	-2.09814
GB2977002	欧洲	英国	United Kindom	阿伯珀斯	Aberporth	52.1	-4.600006
GB2656046	欧洲	英国	United Kindom	贝德福德	Bedford	52.23	-0.47
GB2653775	欧洲	英国	United Kindom	卡莱尔	Carlisle	54.93	-2.96
GB2648579	欧洲	英国	United Kindom	格拉斯哥	Glasgow	55.86515	-4.25763
GB2649991	欧洲	英国	United Kindom	根西岛	Guernsey	49.43	-2.6
GB2646017	欧洲	英国	United Kindom	艾拉岛	Islay	55.68	-6.25
GB2643741	欧洲	英国	United Kindom	伦敦	London	51.51279	-0.09184
GB2643123	欧洲	英国	United Kindom	曼彻斯特	Manchester	53.48095	-2.23743
GB2641170	欧洲	英国	United Kindom	诺丁汉	Nottingham	52.9536	-1.15047
GB2640194	欧洲	英国	United Kindom	普利茅斯	Plymouth	50.37153	-4.14305
GB2637681	欧洲	英国	United Kindom	斯凯岛	Skye	57.26	-5.81
GB2977003	欧洲	英国	United Kindom	沃提夏姆	Wattisham	52.1	1
GB2633982	欧洲	英国	United Kindom	威克	Wick	58.43333	-3.08333
GB2977004	欧洲	英国	United Kindom	伍德福德	Woodford	53.3	-2.100006
GB2977005	欧洲	英国	United Kindom	约维尔顿	Yeovilton	51	-2.600006
AI2345001	北美洲	安圭拉	Anguilla	瓦利	Valley	53.3	-4.5
AI2345002	北美洲	安圭拉	Anguilla	安圭拉岛	Anguilla	18.2	-63
AG3576022	北美洲	安提瓜和巴布达	Antigua and Barbuda	圣约翰	St.John	17.12	-61.78
BS3390001	北美洲	巴哈马	Bahamas	亚伯拉罕斯湾	Abraham Bay	22.4	-73
BS3390002	北美洲	巴哈马	Bahamas	艾丽斯镇	Alicetown	25.7	-79.29999
BS3390003	北美洲	巴哈马	Bahamas	格鲁夫教堂	Churchgrove	22.8	-74.20001
BS3390004	北美洲	巴哈马	Bahamas	克拉仑斯镇	Clarencetown	23.1	-75
BS3390005	北美洲	巴哈马	Bahamas	科伯恩城	Cockburntown	24	-74.5
BS3390006	北美洲	巴哈马	Bahamas	刚果镇	Congotown	24.1	-77.600006
BS3390007	北美洲	巴哈马	Bahamas	邓肯镇	Duncantown	22.2	-75.70001
BS3572375	北美洲	巴哈马	Bahamas	弗里波特	Freeport	26.53333	-78.7
BS3390008	北美洲	巴哈马	Bahamas	乔治城	Georgetown	23.5	-75.79999
BS3390009	北美洲	巴哈马	Bahamas	海龟湾	Greenturtle Cay	26.8	-77.29999
BS3390010	北美洲	巴哈马	Bahamas	坎普斯湾	Kemps Bay	24.1	-77.5
BS3390012	北美洲	巴哈马	Bahamas	马修镇	Matthewtown	21	-73.600006
BS3390013	北美洲	巴哈马	Bahamas	莫斯镇	Mosstown	23.5	-75.899994
BS3571824	北美洲	巴哈马	Bahamas	拿骚	Nassau	25.05823	-77.34306
BS3390014	北美洲	巴哈马	Bahamas	北伊柳塞拉	North Eleuthera	25.5	-76.70001
BS3390015	北美洲	巴哈马	Bahamas	普罗维登西亚莱斯	Providenciales	21.8	-72.29999
BS3390016	北美洲	巴哈马	Bahamas	罗克桑德	Rocksound	24.8	-76.100006
BS3390017	北美洲	巴哈马	Bahamas	海湾	Thebight	24.3	-75.399994
BS3390018	北美洲	巴哈马	Bahamas	特克斯岛	Turks Island	21.5	-71.100006
BS3390019	北美洲	巴哈马	Bahamas	威斯特安德	Westend	26.7	-79
BB3374036	北美洲	巴巴多斯	Barbados	布里奇敦	Bridgetown	13.1	-59.61667
BZ3582677	北美洲	伯利兹	Belize	伯利兹市	Belize City	17.49952	-88.19756
BZ3582672	北美洲	伯利兹	Belize	贝尔莫潘	Belmopan	17.25	-88.76667
BZ3780001	北美洲	伯利兹	Belize	半月岛	Halfmooncaye	17.2	-87.5
SV3790001	北美洲	萨尔瓦多	El Salvador	圣萨尔瓦多	San Salvador	-12.9	-38.299988
SV3587498	北美洲	萨尔瓦多	El Salvador	阿卡胡特拉	Acajutla	13.59278	-89.8275
CA5946768	北美洲	加拿大	Canada	埃德蒙顿	Edmonton	53.55014	-113.46871
CA5969785	北美洲	加拿大	Canada	哈密尔顿	Hamilton	43.23341	-79.94964
CA6113406	北美洲	加拿大	Canada	鲁伯特王子港	Prince Rupert	54.31614	-130.32011
CA6138517	北美洲	加拿大	Canada	圣约翰斯	Saint John	45.27271	-66.06766
CA6144312	北美洲	加拿大	Canada	七岛港	Sept-iles	50.20011	-66.38208
CA6173331	北美洲	加拿大	Canada	温哥华	Vancouver	49.24966	-123.11934
CA6183235	北美洲	加拿大	Canada	温尼泊	Winnipeg	49.8844	-97.14704
CA6324729	北美洲	加拿大	Canada	哈利法克斯	Halifax	44.64533	-63.57239
CA6325494	北美洲	加拿大	Canada	魁北克市	Quebec City	46.81228	-71.21454
CA5913490	北美洲	加拿大	Canada	卡尔加里	Calgary	51.05011	-114.08529
CA5927969	北美洲	加拿大	Canada	科纳布鲁克	Corner Brook	48.96671	-57.9484
CA4590001	北美洲	加拿大	Canada	阿格西	Agassizcs	50.1	-123
CA4590002	北美洲	加拿大	Canada	阿真舍	Argentia	47.3	-54
CA5887048	北美洲	加拿大	Canada	姆斯特朗	Armstrong	50.44979	-119.20235
CA5888001	北美洲	加拿大	Canada	阿蒂科肯	Atikokan	48.75551	-91.6216
CA4590003	北美洲	加拿大	Canada	巴伦纳斯岛	Ballenas Island	49.3	-124.100006
CA5892532	北美洲	加拿大	Canada	班夫	Banff	51.17622	-115.56982
CA4590004	北美洲	加拿大	Canada	大特劳特莱克	Big Trout Lake Readac	53.8	-89.899994
CA4590005	北美洲	加拿大	Canada	布朗萨布隆	Blanc Sablon	51.5	-57.200012
CA4590006	北美洲	加拿大	Canada	布卢里弗	Blue River	52.1	-119.3
CA5905393	北美洲	加拿大	Canada	博纳维斯塔	Bonavista	48.64989	-53.11474
CA4590007	北美洲	加拿大	Canada	布罗德维尤	Broadview	50.4	-102.70001
CA4590008	北美洲	加拿大	Canada	布法罗峡口	Buffalonarrows	55.8	-108.399994
CA4590009	北美洲	加拿大	Canada	伯恩斯莱克湖	Burnslakedecker Lake	54.2	-125.8
CA4590010	北美洲	加拿大	Canada	剑桥湾	Cambridge Bay	69.1	-105.100006
CA4590011	北美洲	加拿大	Canada	开普多塞特	Cape Dorset	64.2	-76.5
CA4590012	北美洲	加拿大	Canada	开普胡珀	Cape Hooper	68.5	-66.79999
CA4590013	北美洲	加拿大	Canada	开普帕里	Cape Parry	70.2	-124.7
CA4590014	北美洲	加拿大	Canada	开普雷斯	Cape Race	46.7	-53.100006
CA4590015	北美洲	加拿大	Canada	开普代尔	Capedyer	66.6	-61.600006
CA4590016	北美洲	加拿大	Canada	卡特赖特	Cartwright	53.7	-57
CA5920288	北美洲	加拿大	Canada	夏洛特顿	Charlottetown	46.23525	-63.12671
CA4590017	北美洲	加拿大	Canada	切维利	Chevery	50.5	-59.600006
CA5921147	北美洲	加拿大	Canada	希布加莫	Chibougamau	49.91684	-74.36586
CA4590018	北美洲	加拿大	Canada	丘吉尔	Churchill	58.8	-94.100006
CA4590019	北美洲	加拿大	Canada	丘吉尔瀑布	Churchill Falls	53.5	-64.100006
CA4590020	北美洲	加拿大	Canada	柯林顿	Clinton	51.2	-121.5
CA4590021	北美洲	加拿大	Canada	克莱德里弗	Clyde River	70.5	-68.5
CA4590022	北美洲	加拿大	Canada	科尔德莱克	Cold Lake	54.4	-110.3
CA4590023	北美洲	加拿大	Canada	科林斯湾	Collinsbay	58.2	-103.70001
CA4590024	北美洲	加拿大	Canada	科尔维尔湖	Colville Lake	67	-126.100006
CA4590025	北美洲	加拿大	Canada	科莫克斯	Comox	49.7	-124.899994
CA5931800	北美洲	加拿大	Canada	克兰布鲁克	Cranbrook	49.49991	-115.76879
CA4590028	北美洲	加拿大	Canada	多菲内	Dauphina	51.1	-100
CA4590029	北美洲	加拿大	Canada	迪斯莱克	Dease Lake	58.4	-130
CA4590030	北美洲	加拿大	Canada	德尔拉克阿	Deerlakea	49.2	-57.399994
CA4590031	北美洲	加拿大	Canada	德瓦尔莱克斯	Dewarlakes	68.7	-71.20001
CA4590032	北美洲	加拿大	Canada	伊斯特波因特	East Point	46.5	-62
CA4590033	北美洲	加拿大	Canada	埃斯特万	Esteban	49.1	-103
CA4590034	北美洲	加拿大	Canada	埃斯特万波因特	Estevan Point	49.4	-126.600006
CA4590035	北美洲	加拿大	Canada	福瑞特蒙特莫伦斯	Foretmontmorency	47.3	-71.100006
CA4590036	北美洲	加拿大	Canada	奇普怀恩堡	Fort Chipewyan	58.8	-111.100006
CA4590037	北美洲	加拿大	Canada	麦克默里堡	Fort Mcmurray	56.7	-111.2
CA4590038	北美洲	加拿大	Canada	纳尔逊堡	Fort Nelson	58.8	-122.600006
CA4590039	北美洲	加拿大	Canada	圣约翰堡	Fort Saint John	56.2	-120.7
CA4590040	北美洲	加拿大	Canada	辛普森堡	Fort Simpson	61.8	-121.2
CA4590041	北美洲	加拿大	Canada	史密斯堡	Fort Smith	60	-111.899994
CA4590042	北美洲	加拿大	Canada	杰拉尔顿	Geraldton	49.8	-86.899994
CA4590043	北美洲	加拿大	Canada	吉勒姆	Gillam	56.3	-94.70001
CA5962442	北美洲	加拿大	Canada	戈德里奇	Goderich	43.75008	-81.71648
CA4590044	北美洲	加拿大	Canada	古斯贝	Goose Bay	53.3	-60.399994
CA4590045	北美洲	加拿大	Canada	戈尔贝	Gore Bay	45.9	-82.600006
CA4590046	北美洲	加拿大	Canada	大普雷里	Grandeprairiea	55.2	-118.899994
CA4590047	北美洲	加拿大	Canada	大急流城	Grandrapids	53.2	-99.29999
CA4590048	北美洲	加拿大	Canada	大鸭岛	Greatduck Island	45.6	-83
CA5966689	北美洲	加拿大	Canada	格林伍德	Greenwood	44.98345	-64.89879
CA4590049	北美洲	加拿大	Canada	格雷特纳	Gretna	49	-97.600006
CA4590050	北美洲	加拿大	Canada	霍尔比奇	Hallbeachu	68.8	-81.20001
CA4590051	北美洲	加拿大	Canada	海莱夫尔	High Level	58.6	-117.2
CA4590052	北美洲	加拿大	Canada	海里弗	High River	60.8	-115.8
CA4590053	北美洲	加拿大	Canada	海福尔斯	Highfalls	45.8	-75.600006
CA5976783	北美洲	加拿大	Canada	霍普	Hope	49.38299	-121.44144
CA4590054	北美洲	加拿大	Canada	霍普代尔	Hopedale	55.5	-60.200012
CA4590055	北美洲	加拿大	Canada	哈德逊贝	Hudsonbay	52.8	-102.29999
CA4590056	北美洲	加拿大	Canada	印地安海德	Indianhead	50.5	-103.600006
CA4590057	北美洲	加拿大	Canada	英格尼什海滩	Ingonish Beach	46.7	-60.399994
CA4590058	北美洲	加拿大	Canada	英鸟克胡阿克	Inukjuak	58.5	-78.100006
CA5983607	北美洲	加拿大	Canada	因纽维克	Inuvik	68.34986	-133.72182
CA5983720	北美洲	加拿大	Canada	伊魁特	Iqaluit	63.75059	-68.51449
CA4590059	北美洲	加拿大	Canada	伊斯兰莱克	Island Lake	53.8	-94.600006
CA5989403	北美洲	加拿大	Canada	卡普斯卡辛	Kapuskasing	49.41694	-82.43308
CA5991056	北美洲	加拿大	Canada	凯诺拉	Kenora	49.81671	-94.43373
CA5992154	北美洲	加拿大	Canada	金德斯利	Kindersley	51.46681	-109.16818
CA4590060	北美洲	加拿大	Canada	库格鲁克图克	Kugluktuk	67.8	-115.100006
CA4590061	北美洲	加拿大	Canada	库朱阿克	Kuujjuaq	58.1	-68.399994
CA4590062	北美洲	加拿大	Canada	拉格兰德	La Grande	53.8	-73.70001
CA4590063	北美洲	加拿大	Canada	拉龙日	La Ronge	55.2	-105.3
CA4590064	北美洲	加拿大	Canada	兰加拉	Langara	54.3	-133.1
CA4590065	北美洲	加拿大	Canada	兰加拉岛	Langara Island	54.3	-133.1
CA4590066	北美洲	加拿大	Canada	兰斯都赫斯	Lansdownehouse	52.2	-87.899994
CA6053154	北美洲	加拿大	Canada	莱斯布里奇	Lethbridge	49.69999	-112.81856
CA6058024	北美洲	加拿大	Canada	劳埃德明斯特	Lloydminster	53.28346	-110.00157
CA4590067	北美洲	加拿大	Canada	长岬	Longpoint	42.6	-80
CA4590068	北美洲	加拿大	Canada	朗斯塔夫布鲁夫	Longstaff Bluff	68.9	-75.100006
CA4590069	北美洲	加拿大	Canada	林莱克	Lynn Lake	56.9	-101.100006
CA4590070	北美洲	加拿大	Canada	利顿	Lytton	50.2	-121.600006
CA4590071	北美洲	加拿大	Canada	麦肯齐河	Mackenziea	55.3	-123.100006
CA6065262	北美洲	加拿大	Canada	马尼韦基	Maniwaki	46.38341	-75.96605
CA4590072	北美洲	加拿大	Canada	马提考特岛	Marticot Island	47.3	-54.600006
CA4590073	北美洲	加拿大	Canada	麦克因尼斯岛	Mcinnes Island	52.3	-128.7
CA4590074	北美洲	加拿大	Canada	梅多莱克	Meadow Lake	54.1	-108.5
CA4590075	北美洲	加拿大	Canada	梅利塔	Melita	49.3	-101
CA4590076	北美洲	加拿大	Canada	米斯库岛	Miscou I.	48	-64.5
CA6076211	北美洲	加拿大	Canada	蒙克顿	Moncton	46.11594	-64.80186
CA4590077	北美洲	加拿大	Canada	朱利亚山	Mont Jolia	48.6	-68.20001
CA6077243	北美洲	加拿大	Canada	蒙特利尔	Montreal	45.50884	-73.58781
CA4590078	北美洲	加拿大	Canada	穆索尼	Moosonee	45.4	-63.299988
CA4590079	北美洲	加拿大	Canada	森林山	Mountforest	44	-80.70001
CA4590080	北美洲	加拿大	Canada	纳加加米	Nagagami	49.8	-84.20001
CA4590081	北美洲	加拿大	Canada	内恩	Nain	56.5	-61.700012
CA4590082	北美洲	加拿大	Canada	纳塔什昆	Natashquan	50.2	-61.799988
CA6088469	北美洲	加拿大	Canada	尼帕温	Nipawin	53.36678	-104.00092
CA4590083	北美洲	加拿大	Canada	诺地吉	Nordegg	65.6	-118.100006
CA6089426	北美洲	加拿大	Canada	诺斯贝	NorthBay	46.36	-79.42
CA4590086	北美洲	加拿大	Canada	挪威豪斯	Norwayhouse	54	-97.79999
CA6094665	北美洲	加拿大	Canada	奥索尤斯	Osoyoos	49.03306	-119.45237
CA6094817	北美洲	加拿大	Canada	渥太华	Ottawa	45.41117	-75.69812
CA4590087	北美洲	加拿大	Canada	庞纳唐	Pangnirtung	53.2	-70.899994
CA4590088	北美洲	加拿大	Canada	帕朗	Parent	47.9	-74.600006
CA4590089	北美洲	加拿大	Canada	皮斯里弗	Peace River	56.2	-117.399994
CA4590090	北美洲	加拿大	Canada	皮瓦努克	Peawanuck	55	-85.399994
CA6101141	北美洲	加拿大	Canada	彭蒂克顿	Penticton	49.48062	-119.58584
CA6101607	北美洲	加拿大	Canada	佩塔瓦瓦	Petawawa	45.90012	-77.33277
CA4590091	北美洲	加拿大	Canada	皮克尔湖	Pickle Lake	51.5	-90.20001
CA4590092	北美洲	加拿大	Canada	平彻克里克	Pinchercreek	49.5	-114
CA4590093	北美洲	加拿大	Canada	庞德因莱特	Pond Inlet	72.7	-78
CA4590094	北美洲	加拿大	Canada	阿尔伯尼港	Port Alberni	49.3	-124.8
CA4590095	北美洲	加拿大	Canada	钱纳尔-巴斯克港	Port Aux Basques	47.6	-59.200012
CA4590096	北美洲	加拿大	Canada	哈迪港	Port Hardy	50.7	-127.399994
CA4590097	北美洲	加拿大	Canada	梅尼埃港	Port Menier	49.8	-64.29999
CA6113335	北美洲	加拿大	Canada	艾伯特王子城	PrinceAlbert	53.22	-105.67
CA4590099	北美洲	加拿大	Canada	乔治王子城	Prince George	53.9	-122.7
CA4590100	北美洲	加拿大	Canada	皇后镇	Queenstown	58.4	-109.5
CA6118158	北美洲	加拿大	Canada	红鹿市	RedDeer	52.18	-113.89
CA4590102	北美洲	加拿大	Canada	雷德莱克	Red Lake	51.1	-93.79999
CA4590103	北美洲	加拿大	Canada	雷索卢申岛	Resolution Island	61.6	-64.600006
CA6121621	北美洲	加拿大	Canada	雷夫尔斯托克	Revelstoke	50.98317	-118.2023
CA4590104	北美洲	加拿大	Canada	里维耶尔	Rivière-du-Loup	47.8	-69.5
CA4590105	北美洲	加拿大	Canada	罗伯逊湖	Robertsonlake	65.1	-102.399994
CA6125653	北美洲	加拿大	Canada	罗贝瓦勒	Roberval	48.5168	-72.23244
CA4590106	北美洲	加拿大	Canada	罗克格伦	Rock Glen	49.2	-106
CA4590107	北美洲	加拿大	Canada	落基山庄	Rockymtnhouse	52.4	-114.899994
CA4590108	北美洲	加拿大	Canada	东玫瑰镇	Rosetowneast	51.6	-107.899994
CA4590109	北美洲	加拿大	Canada	塞布尔岛	Sable Island	43.9	-60
CA4590110	北美洲	加拿大	Canada	圣皮埃尔	Saint Pierre	46.8	-56.200012
CA4590111	北美洲	加拿大	Canada	桑兹皮特	Sandspit	53.3	-131.8
CA4590112	北美洲	加拿大	Canada	圣约翰	Sanit John	46.9	-55.399994
CA6141256	北美洲	加拿大	Canada	萨斯卡通	Saskatoon	52.11679	-106.63452
CA4590113	北美洲	加拿大	Canada	萨图纳岛	Saturna Island	48.8	-123.100006
CA4590114	北美洲	加拿大	Canada	苏圣玛丽	Sault Ste. Marie	46.5	-84.5
CA4590115	北美洲	加拿大	Canada	谢弗维尔	Schefferville	54.8	-66.79999
CA6146143	北美洲	加拿大	Canada	舍布鲁克	Sherbrooke	45.40008	-71.89908
CA4590116	北美洲	加拿大	Canada	苏卢考特	Sioux Lookout	50.1	-91.899994
CA6149996	北美洲	加拿大	Canada	史密瑟斯	Smithers	54.78036	-127.17428
CA4590119	北美洲	加拿大	Canada	西斯皮里特伍德	Spiritwoodwest	53.4	-107.600006
CA4590120	北美洲	加拿大	Canada	斯阔米什	Squamish	49.8	-123.2
CA4590121	北美洲	加拿大	Canada	圣安东尼亚	St Anthonya	51.4	-55.600006
CA4590122	北美洲	加拿大	Canada	圣彼得斯	St Peters	46.5	-62.600006
CA4590123	北美洲	加拿大	Canada	圣斯蒂芬	St Stephen	45.2	-67.20001
CA6324733	北美洲	加拿大	Canada	圣约翰斯	St.John'S	47.62	-52.74
CA4590125	北美洲	加拿大	Canada	斯蒂芬维尔	Stephenvilleua	48.5	-58.5
CA4590126	北美洲	加拿大	Canada	萨德伯里	Sudbury	46.6	-80.79999
CA6159244	北美洲	加拿大	Canada	萨默塞德	Summerside	46.39593	-63.78762
CA6160603	北美洲	加拿大	Canada	斯威夫特卡伦特	SwiftCurrent	50.3	-107.68
CA4590129	北美洲	加拿大	Canada	塔斯林	Teslin	60.2	-132.7
CA4590130	北美洲	加拿大	Canada	帕斯	Thepas	54	-101.100006
CA6165406	北美洲	加拿大	Canada	汤普森	Thompson	55.7435	-97.85579
CA4590131	北美洲	加拿大	Canada	汤姆森河	Thomsenriver	63.3	-90.79999
CA6166142	北美洲	加拿大	Canada	桑德贝	Thunder Bay	48.4001	-89.31683
CA6166739	北美洲	加拿大	Canada	蒂明斯	Timmins	48.46686	-81.33312
CA6167865	北美洲	加拿大	Canada	多伦多	Toronto	43.70011	-79.4163
CA4590132	北美洲	加拿大	Canada	托拉卡迪	Tracadie	45.6	-61.700012
CA4590133	北美洲	加拿大	Canada	特伦顿	Trentona	44.1	-77.5
CA4590134	北美洲	加拿大	Canada	图克托亚图克	Tuktoyaktuk	69.4	-133
CA4590136	北美洲	加拿大	Canada	阿普萨拉	Upsala	49	-90.5
CA4590137	北美洲	加拿大	Canada	铀城	Uranium City	59.6	-108.5
CA4590138	北美洲	加拿大	Canada	瓦勒多	Val D'Or	48.1	-77.79999
CA4590140	北美洲	加拿大	Canada	维多利亚冈萨雷斯	Victoriagonzales	48.4	-123.3
CA4590141	北美洲	加拿大	Canada	维尔莉特格罗夫	Violetgrove	65.4	-110.399994
CA4590142	北美洲	加拿大	Canada	华沙加明	Wasagaming	50.7	-99.899994
CA4590143	北美洲	加拿大	Canada	沃瓦	Wawa	48	-84.79999
CA4590144	北美洲	加拿大	Canada	韦兰佩勒姆	Welland Pelham	43	-79.29999
CA4590145	北美洲	加拿大	Canada	惠斯勒高山	Whistlermountain Highlevel	50.1	-122.899994
CA4590146	北美洲	加拿大	Canada	怀特法院	Whitecourta	54.2	-115.8
CA6180550	北美洲	加拿大	Canada	白马市	Whitehorse	60.71611	-135.05376
CA4590147	北美洲	加拿大	Canada	怀尔顿	Wiarton	44.8	-81.100006
CA6182962	北美洲	加拿大	Canada	温莎	Windsor	42.28	-82.96
CA4590149	北美洲	加拿大	Canada	莱克豪斯	Wreckhouse	47.7	-59.299988
CA4590150	北美洲	加拿大	Canada	温耶德	Wynyard	51.8	-104.2
CA6185217	北美洲	加拿大	Canada	雅茅斯	Yarmouth	43.83345	-66.11557
CA6185377	北美洲	加拿大	Canada	耶洛奈夫	Yellowknife	62.456	-114.35255
CA6185607	北美洲	加拿大	Canada	约克顿	Yorkton	51.2167	-102.46766
KY3580661	北美洲	开曼群岛（英）	Cayman Islands	乔治敦	Georgetown	19.29	-81.36
KY3580720	北美洲	开曼群岛（英）	Cayman Islands	开曼布拉克岛	Caymanbrac	19.68	-79.88
CR3390002	北美洲	哥斯达黎加	Costa Rica	利蒙港	Port Limon	10	-83
CR3622228	北美洲	哥斯达黎加	Costa Rica	蓬塔雷纳斯	Puntarenas	9.97625	-84.83836
CR3621841	北美洲	哥斯达黎加	Costa Rica	圣何塞	SanJose	13.92	-90.82
CR3623076	北美洲	哥斯达黎加	Costa Rica	利比里亚	Liberia	10.63504	-85.43772
CU3568312	北美洲	古巴	Cuba	阿尔特米萨	Artemisa	22.81306	-82.76194
CU3290001	北美洲	古巴	Cuba	翁达港	Bahia Honda	22.9	-83.100006
CU3567834	北美洲	古巴	Cuba	巴拉科阿	Baracoa	20.34667	-74.49583
CU3567655	北美洲	古巴	Cuba	巴塔瓦诺	Batabano	22.71639	-82.28806
CU3290002	北美洲	古巴	Cuba	巴乌达	Bauta Lahabana	23	-82.5
